bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc,exp,di
0,16100,59734,93756,DebtCon,Office,31,0,0,210.16,0,21,32.596,3,B
0,16100,99844,114647,DebtCon,Other,11,0,0,169.98,0,27,33.523,3,B
0,16100,107758,124610,DebtCon,ProfEx,0,0,0,129.18,0,29,34.212,1,B
0,16100,45973,64430,HomeImp,Office,3,0,0,117.07,0,17,33.825,,B
0,16100,63152,85097,DebtCon,Office,5,0,0,102.4,1,20,24.176,2,B
0,16100,76981,106014,DebtCon,ProfEx,0,0,0,269.34,1,21,39.799,1,C
1,16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,44,3,M
1,16100,61712,82649,DebtCon,Other,12,0,0,94.65,0,9,27.549,3,B
0,16100,105719,116491,DebtCon,Other,1,0,0,117.87,2,20,38.764,1,C
0,16100,47198,79384,DebtCon,Other,1,,1,297.48,1,9,36.736,1,C
0,16100,41379,57862,DebtCon,Other,17,0,0,282.01,0,21,30.708,3,B
0,16100,54715,71673,DebtCon,Office,1,0,0,186.22,0,25,29.671,1,B
0,16100,49244,65523,HomeImp,Office,2,0,0,110.22,0,17,31.002,1,B
0,16100,,29725,DebtCon,Other,11,,,85.95,2,8,33.496,3,B
0,16100,26276,168105,HomeImp,Self,7,0,0,336.2,0,26,25.992,2,B
0,16100,51041,72749,DebtCon,Other,8,0,0,90.33,2,15,43.898,3,E
0,16100,72942,99544,DebtCon,Other,5,2,0,54.95,1,20,23.283,2,A
0,16100,81145,92943,DebtCon,ProfEx,8,1,2,343.5,,41,37.558,3,C
0,16100,68905,91572,DebtCon,Office,3,0,0,165.46,0,25,24.92,,B
0,16200,43794,69458,HomeImp,Office,2,0,0,140.5,0,18,31.11,1,B
0,16200,25329,37433,DebtCon,ProfEx,21,1,0,207.16,2,16,32.718,3,B
0,16200,104896,137950,DebtCon,Office,2,,,112.28,2,15,32.761,1,B
0,16200,62258,92595,DebtCon,Office,2,0,0,177.85,0,25,22.22,1,A
0,16200,49552,82523,DebtCon,Mgr,4,0,0,131.71,1,8,28.172,2,B
0,16200,68873,101797,HomeImp,ProfEx,23,0,0,220.97,0,23,36.259,3,C
0,16200,87248,116407,DebtCon,Other,20,0,0,270.01,1,16,24.543,3,B
0,16200,49780,109050,HomeImp,Office,2,,2,128.29,0,23,39.577,1,C
0,16200,,95280,,Other,,0,0,194.46,1,10,33.124,1,B
0,16200,70703,87682,DebtCon,Other,10,0,0,87.21,3,10,31.379,3,B
0,16200,62783,94394,DebtCon,Office,1,0,0,167.43,0,25,23.691,1,A
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.78,9,19,45.554,3,E
0,16200,53600,73500,DebtCon,Other,5,,,104.73,1,8,44,2,M
0,16200,95465,114758,DebtCon,Other,7,0,0,298.46,2,19,32.623,2,B
1,16200,71530,88569,DebtCon,Mgr,14,0,0,,0,1,35.887,3,C
0,16200,96049,129091,DebtCon,Mgr,5,,,251.16,3,42,36.692,2,C
0,16200,22956,44866,DebtCon,Mgr,16,0,0,114.76,1,17,24.091,3,B
1,16200,118585,131940,DebtCon,Sales,5,0,0,202.39,2,40,23.977,2,A
1,16200,23466,206368,DebtCon,Mgr,9,7,3,141.03,10,41,32.368,3,B
0,16200,86021,113030,DebtCon,Other,20,0,0,284.16,0,17,26.65,3,B
0,16200,105502,117705,DebtCon,Other,0,0,0,125.24,2,21,38.811,1,C
0,16200,76211,104348,DebtCon,Other,0,0,0,141.05,1,18,33.334,1,B
0,16200,81933,131208,DebtCon,ProfEx,13,0,0,308.53,0,19,29.604,3,B
1,16200,34984,46382,DebtCon,Other,11,0,0,175.14,3,20,39.741,3,C
1,16200,46115,61917,HomeImp,Other,2,0,0,259.36,0,47,43.717,1,E
1,16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,44,3,M
0,16300,22352,165315,HomeImp,Self,9,0,0,304.33,0,27,27.562,3,B
0,16300,7774,88649,HomeImp,Other,14,0,1,257.92,0,22,28.13,3,B
1,16300,79087,102921,DebtCon,Sales,23,0,0,256.25,0,45,36.987,3,C
0,16300,84480,101243,DebtCon,Office,30,,0,337.34,2,49,35.413,3,C
0,16300,71510,89756,DebtCon,Other,2,0,0,193.14,0,30,31.414,1,B
0,16300,105169,134992,DebtCon,Other,1,0,0,277.99,0,46,41.95,1,D
0,16300,96431,161284,,Other,,0,,256.37,,23,39.078,1,C
0,16300,67524,85577,DebtCon,Other,8,0,0,75.43,3,11,31.762,3,B
0,16300,43500,69875,DebtCon,ProfEx,5,0,0,245.53,3,32,44,2,M
1,16300,25004,65000,DebtCon,Other,2,0,0,199.83,0,7,44,1,M
0,16300,56075,88870,,ProfEx,11,0,0,,1,16,24.689,3,B
0,16300,59901,83232,HomeImp,Other,,0,0,284.51,0,20,27.899,1,B
1,16300,49868,76131,DebtCon,Other,9,0,0,81.27,2,9,40.373,3,C
0,16300,69327,102426,HomeImp,ProfEx,8,0,0,246.75,1,12,36.409,3,C
0,16300,32188,78914,HomeImp,Other,,0,0,250.73,0,49,40.722,1,C
0,16300,102826,114692,DebtCon,Other,8,0,0,317.51,1,18,31.914,3,B
0,16300,34297,42629,HomeImp,Other,9,0,0,80.49,2,11,30.285,3,B
0,16300,66038,98585,DebtCon,Office,1,0,0,162.07,3,19,32.753,1,B
0,16400,50941,78801,DebtCon,ProfEx,4,0,0,266.04,2,32,32.904,2,B
0,16400,74904,92308,DebtCon,Other,6,0,0,202.49,3,19,42.42,2,D
0,16400,62786,79154,DebtCon,,7,,,,,,24.839,2,B
0,16400,21857,51994,HomeImp,ProfEx,7,0,0,201.93,0,14,44,2,M
0,16400,71264,94726,DebtCon,Other,1,0,0,177.26,1,31,35.034,1,C
0,16400,119879,128546,DebtCon,,16,0,0,183,0,17,40.851,3,C
0,16400,86623,124048,,,,,,,,,35.811,1,C
1,16400,54818,74447,DebtCon,Office,3,2,3,208.09,1,50,41.956,,D
0,16400,57139,164133,DebtCon,ProfEx,21,0,0,238.46,0,27,22.207,3,A
0,16400,73466,89453,DebtCon,Other,4,0,0,198.83,3,19,41.523,2,D
0,16400,63574,88586,HomeImp,Other,,0,0,298.15,0,20,29.153,1,B
0,16400,82869,94390,DebtCon,ProfEx,8,0,2,358.05,,42,39.061,3,C
0,16400,57651,76854,DebtCon,Office,1,0,0,172.2,0,25,31.82,1,B
1,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,44,1,M
0,16400,81700,109025,DebtCon,ProfEx,10,0,0,155.27,3,19,44,3,M
0,16400,62018,91832,DebtCon,ProfEx,9,0,0,202.32,0,19,20.38,3,A
0,16400,,51454,DebtCon,Other,,,,338.11,,17,33.492,1,B
0,16400,107669,115881,DebtCon,Other,0,0,0,136.81,1,21,39.7,1,C
0,16400,47428,76483,DebtCon,ProfEx,4,0,0,232.32,3,31,33.107,2,B
0,16400,58664,89589,DebtCon,Office,27,0,0,211.44,0,21,34.256,3,B
0,16400,71906,86144,DebtCon,Office,2,0,0,126.17,1,20,23.698,1,A
0,16400,89858,105796,DebtCon,Office,29,,1,340.71,2,49,36.004,3,C
0,16400,100014,122281,DebtCon,ProfEx,0,0,0,123.13,0,30,34.937,1,B
0,16400,65898,85424,HomeImp,ProfEx,10,0,1,173.53,0,14,26.932,3,B
0,16400,86422,116097,,,,,,,,,35.599,1,C
0,16400,102103,133626,DebtCon,ProfEx,5,0,0,95.37,0,14,31.275,2,B
0,16400,85601,100078,HomeImp,Office,,0,0,176.7,1,25,43.027,1,E
0,16500,44330,72618,DebtCon,Other,6,0,0,101.5,2,15,41.457,2,D
0,16500,48491,112677,HomeImp,Office,2,,2,138.1,1,23,37.253,1,C
0,16500,47636,59586,DebtCon,Other,16,0,0,284.07,0,21,29.969,3,B
1,16500,52028,63745,DebtCon,Other,7,0,0,105.53,4,18,41.345,2,D
0,16500,44110,65748,DebtCon,Other,7,0,0,99.19,3,14,41.416,2,D
0,16500,,88454,DebtCon,Office,30,0,0,320.42,0,16,14.098,3,A
1,16500,94403,,DebtCon,Office,9,0,1,217.79,0,19,44,3,M
0,16500,64992,97348,HomeImp,Office,8,,,123.67,0,11,36.108,3,C
0,16500,97010,128101,DebtCon,Mgr,9,,,250.68,2,41,36.933,3,C
0,16500,77049,98658,DebtCon,Other,5,3,0,77.99,0,21,23.12,2,A
1,16500,92900,116000,DebtCon,Mgr,10,1,,83.17,1,27,44,3,M
0,16500,64081,100796,HomeImp,ProfEx,22,0,1,243.94,1,24,38.328,3,C
0,16500,23169,41677,DebtCon,ProfEx,20,0,0,208.08,2,15,34.431,3,B
1,16500,48833,68872,DebtCon,Other,1,0,0,60.39,0,12,22.46,1,A
1,16500,143404,165267,DebtCon,Mgr,14,0,1,169.74,1,31,36.178,3,C
0,16500,,42894,HomeImp,Other,1,0,0,331.43,0,8,26.896,1,B
0,16500,67619,93500,HomeImp,ProfEx,8,0,0,82.17,0,16,44,3,M
0,16500,56500,80000,DebtCon,Other,2,0,0,308.43,3,16,44,1,M
0,16500,163000,193000,DebtCon,ProfEx,10,0,0,262.73,1,38,44,3,M
0,16500,76000,110000,DebtCon,Mgr,18,0,0,242.5,5,31,44,3,M
1,16500,65900,87000,DebtCon,Other,26,0,3,109.57,5,35,44,3,M
1,16500,50000,,DebtCon,Mgr,1,0,0,120.73,3,11,44,1,M
1,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,44,1,M
0,16500,126872,167611,DebtCon,Office,5,0,0,136.12,1,21,26.405,2,B
0,16500,51758,138693,DebtCon,Other,2,0,0,283.07,5,43,39.717,1,C
0,16500,52030,158296,DebtCon,ProfEx,20,0,0,218.54,0,27,22.485,3,A
1,16500,43223,46925,DebtCon,Other,10,0,0,178,4,20,40.206,3,C
0,16500,44946,64918,HomeImp,Other,25,0,0,247.28,0,14,24.358,3,B
0,16500,48674,73720,DebtCon,ProfEx,17,0,0,186.47,0,23,38.374,3,C
0,16500,8795,164000,HomeImp,Mgr,23,0,0,76.07,2,21,44,3,M
0,16500,74263,98922,DebtCon,Office,0,0,0,139.83,3,20,31.814,1,B
0,16500,102552,144461,DebtCon,Office,1,,,136.72,2,15,34.108,1,B
0,16500,42317,66966,HomeImp,ProfEx,3,0,0,206.24,3,17,35.006,,C
0,16500,94920,118156,DebtCon,Other,9,0,0,295.29,2,18,32.172,3,B
0,16500,,29168,DebtCon,Other,11,,,102.13,2,8,31.567,3,B
0,16500,45441,76145,DebtCon,Mgr,4,0,0,124.03,1,8,28.173,2,B
0,16500,36206,53040,HomeImp,Other,9,0,0,118.3,0,9,17.748,3,A
0,16600,9626,96887,HomeImp,Other,14,0,0,263.77,0,23,28.675,3,B
0,16600,77380,123638,,,,,,,,,34.119,1,B
0,16600,95860,123546,DebtCon,Office,0,,2,252.76,1,29,40.609,1,C
0,16600,81275,106691,DebtCon,ProfEx,1,0,0,289.38,1,20,38.475,1,C
0,16600,57094,94944,,ProfEx,9,0,0,,0,15,24.023,3,B
0,16600,97749,164103,,Other,,1,,263.85,,23,37.387,1,C
0,16600,102543,119493,DebtCon,Office,3,0,0,276.69,0,33,29.284,,B
0,16600,55912,81552,DebtCon,Other,6,,,106.51,0,7,36.764,2,C
0,16600,45877,68563,HomeImp,Office,2,1,0,119.5,0,18,33.073,1,B
0,16600,74784,100221,DebtCon,Mgr,1,0,0,90.05,0,17,25.708,1,B
1,16600,42259,,DebtCon,Other,1.5,1,3,209.97,0,20,44,1,M
0,16600,,50732,DebtCon,Office,0,0,0,96.36,2,9,42.399,1,D
0,16600,,56631,DebtCon,Office,2,0,0,98.76,1,8,39.8,1,C
0,16600,71564,84627,DebtCon,Office,5,0,0,114.64,1,20,22.323,2,A
0,16600,74681,95471,DebtCon,Other,6,0,0,187.65,4,19,40.454,2,C
0,16600,28694,44165,DebtCon,ProfEx,20,0,1,206.72,2,16,30.639,3,B
0,16600,,43880,DebtCon,Other,,,,351.73,,15,31.534,1,B
0,16600,69644,100411,DebtCon,Office,0,0,0,149.1,4,19,29.726,1,B
0,16600,71096,104437,HomeImp,ProfEx,9,0,0,246.96,1,12,37.1,3,C
0,16700,62933,91790,DebtCon,Other,2,0,0,185.37,0,31,35.257,1,C
0,16700,64862,107919,HomeImp,ProfEx,10,0,0,260.16,0,11,36.824,3,C
0,16700,62933,95498,DebtCon,Office,0,0,1,161.66,0,25,24.263,1,B
0,16700,,29387,DebtCon,Other,13,,,80.82,2,8,33.364,3,B
0,16700,102687,137417,DebtCon,ProfEx,7,0,0,97.76,0,14,31.108,2,B
0,16700,86076,130341,DebtCon,ProfEx,12,0,0,295.95,0,18,28.448,3,B
0,16700,31135,60478,DebtCon,Other,14,0,0,105.13,0,18,39.123,3,C
0,16700,43794,61446,DebtCon,,6,0,0,96.45,1,9,28.453,2,B
0,16700,54079,112463,HomeImp,Office,1,,3,134.93,1,23,37.034,1,C
0,16700,51310,76704,DebtCon,Other,2,,2,271.65,0,10,37.63,1,C
0,16700,11059,92706,HomeImp,Other,13,0,1,262.61,0,23,29.885,3,B
0,16700,59207,83146,DebtCon,Other,2,0,0,309.5,3,15,43.488,1,E
1,16700,77083,103540,DebtCon,Other,17,0,0,170.81,,10,37.226,3,C
0,16700,67238,96535,HomeImp,Office,7,,,103.47,0,10,39.35,2,C
0,16700,,56374,DebtCon,Office,1,0,0,73.43,1,9,40.829,1,C
0,16700,29404,45209,DebtCon,ProfEx,20,0,1,195.55,2,16,31.058,3,B
0,16700,12830,56465,DebtCon,ProfEx,3,0,0,301.15,0,15,18.251,,A
0,16700,53423,85685,HomeImp,ProfEx,5,0,0,109.43,0,12,28.161,2,B
0,16700,5106,93277,HomeImp,Other,14,0,0,269.96,0,23,29.876,3,B
0,16700,105556,136568,DebtCon,Other,0,0,0,273.73,0,47,40.042,1,C
0,16800,57329,83695,DebtCon,Other,3,0,0,295,2,16,40.625,,C
0,16800,76852,90429,DebtCon,Other,6,0,0,183.84,3,18,42.297,2,D
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.03,6,43,44,2,M
1,16800,27623,88231,DebtCon,ProfEx,8,0,0,122.46,0,12,55.962,3,E
0,16800,56979,90008,HomeImp,ProfEx,10,0,2,178.93,1,12,27.816,3,B
1,16800,69284,,DebtCon,Office,21,0,0,190.69,1,20,35.894,3,C
0,16800,50050,140222,DebtCon,Other,4,0,0,272.5,5,43,40.033,2,C
0,16800,23670,41879,DebtCon,Mgr,17,1,0,106.4,0,17,26.697,3,B
0,16800,62557,95747,DebtCon,Other,0,0,0,188.19,1,31,35.286,1,C
1,16800,16204,27781,HomeImp,Other,1,10,0,190.58,0,9,27.147,1,B
1,16800,113021,146222,,Mgr,5,3,2,123.89,2,65,62.559,2,E
0,16800,67049,89729,HomeImp,Other,,0,0,286.38,0,20,28.739,1,B
0,16800,81820,100366,DebtCon,ProfEx,6,0,1,335.3,,41,36.212,2,C
1,16800,87300,155500,DebtCon,Other,3,0,0,1154.63,0,0,44,,M
1,16800,50445,71711,DebtCon,Other,5,0,0,71.23,5,18,40.583,2,C
0,16800,73280,103067,DebtCon,Other,1,0,0,140.36,0,17,34.002,1,B
0,16800,102838,111319,DebtCon,Office,1,0,0,257.33,0,34,27.577,1,B
0,16800,46312,67166,HomeImp,Other,27,0,0,241.51,0,14,26.221,3,B
0,16800,50135,93772,DebtCon,ProfEx,5,0,0,126.49,2,21,35.856,2,C
0,16800,58193,82942,DebtCon,Other,1,0,0,320.06,3,16,42.846,1,D
0,16800,39352,60943,HomeImp,Other,25,0,0,237.76,0,13,25.44,3,B
0,16800,144756,183810,DebtCon,Mgr,11,0,0,243.54,0,20,26.734,3,B
0,16800,94851,119053,DebtCon,Office,2,0,1,271,1,34,27.009,1,B
0,16800,115870,130809,DebtCon,,15,0,0,177.63,0,17,39.567,3,C
0,16900,131002,166859,DebtCon,Office,4,0,0,135.86,0,20,28.152,2,B
0,16900,,51549,DebtCon,Office,1,0,0,75.41,1,8,40.628,1,C
0,16900,30856,56961,HomeImp,Other,11,0,0,116.82,1,10,20.345,3,A
0,16900,71672,96677,DebtCon,Other,1,0,0,153.79,0,30,35.328,1,C
0,16900,47129,62342,DebtCon,Other,15,0,0,290.15,0,21,30.319,3,B
0,16900,31143,75125,HomeImp,Other,,1,0,237.18,0,49,42.132,1,D
1,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,44,1,M
1,16900,73128,101683,DebtCon,Sales,26,0,0,254.19,0,45,38.512,3,C
0,16900,66812,90973,HomeImp,Office,9,,,108.01,0,10,37.469,3,C
0,16900,68940,88264,DebtCon,Office,0,0,0,166.11,0,25,24.955,1,B
0,16900,67111,96985,HomeImp,ProfEx,21,0,0,233.78,1,23,37.325,3,C
0,16900,116357,209364,DebtCon,Other,4,0,0,221.13,0,16,27.9,2,B
0,16900,53252,89720,DebtCon,Office,29,0,0,204.59,0,22,33.016,3,B
0,16900,88143,115365,DebtCon,Other,19,0,0,282.07,0,16,24.963,3,B
0,16900,43643,80639,DebtCon,Mgr,3,0,0,128.58,1,8,28.896,,B
0,16900,61847,91671,DebtCon,ProfEx,9,0,0,202.05,0,20,21.348,3,A
0,16900,78455,121450,,,,,,,,,33.742,1,B
0,16900,17988,137328,DebtCon,Other,9,0,0,360.15,0,10,41.902,3,D
0,16900,102108,117650,DebtCon,Other,9,0,0,279.11,1,19,29.645,3,B
0,17000,73644,107086,DebtCon,ProfEx,0,0,0,280.45,2,20,37.772,1,C
0,17000,125257,161009,DebtCon,Office,3,0,0,129.76,1,21,27.637,,B
0,17000,10866,171952,HomeImp,Mgr,24,0,0,79.99,2,21,29.847,3,B
1,17000,,,HomeImp,,1,0,0,111.24,0,21,31.363,1,B
0,17000,70039,100993,HomeImp,ProfEx,7,0,0,261.91,1,11,36.564,2,C
1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,44,2,M
0,17000,51682,67688,HomeImp,Office,2,0,0,135.19,0,18,33.051,1,B
0,17000,83248,95886,DebtCon,ProfEx,8,0,2,349.43,,41,36.06,3,C
0,17000,97713,164869,,Other,,0,,253.48,,23,36.452,1,C
0,17000,125728,159770,DebtCon,Mgr,,0,0,228.42,0,18,37.008,1,C
0,17000,31772,60289,HomeImp,ProfEx,6,0,0,189.24,0,13,31.126,2,B
0,17000,134689,158661,DebtCon,Mgr,,0,0,227.4,0,19,36.426,1,C
0,17000,86341,133564,DebtCon,ProfEx,15,0,0,307.67,0,18,28.368,3,B
0,17000,66894,75360,DebtCon,,8,,,,,,25.26,3,B
0,17000,27088,166437,HomeImp,Self,7,0,0,306.67,0,27,26.157,2,B
0,17000,70085,81598,DebtCon,Office,7,0,0,117.2,1,20,21.982,2,A
0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.91,1,18,38.797,1,C
0,17000,45671,64516,HomeImp,Other,27,0,0,246.18,0,13,25.701,3,B
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.52,0,5,38.837,1,C
0,17000,26228,60979,HomeImp,ProfEx,7,0,0,188.25,0,13,29.629,2,B
0,17000,63450,92816,,ProfEx,10,0,0,,1,16,25.719,3,B
0,17000,54780,93091,DebtCon,ProfEx,4,0,0,115.38,1,21,37.509,2,C
0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.95,0,16,28.004,1,B
0,17000,60483,85015,HomeImp,ProfEx,4,0,0,116.53,0,12,27.299,2,B
1,17000,52663,82000,,,,,,,,,44,1,M
1,17000,36420,54375,DebtCon,Other,1,1,0,77.7,1,18,44,1,M
0,17000,53058,74000,DebtCon,Other,17,1,0,204.93,1,21,44,3,M
0,17000,23200,85000,DebtCon,ProfEx,9,0,0,149.07,1,21,44,3,M
0,17000,47000,112720,DebtCon,ProfEx,16,0,0,257.7,0,20,44,3,M
0,17000,86000,119600,DebtCon,ProfEx,12,,,137.47,,25,44,3,M
0,17000,12613,85000,DebtCon,Other,21,0,0,226.37,3,41,44,3,M
0,17000,152900,191146,DebtCon,Other,7.5,0,0,,2,16,44,3,M
0,17000,55820,88683,DebtCon,Office,0.5,0,0,74.03,0,23,44,1,M
1,17000,74910,112375,DebtCon,Office,41,0,0,95.2,3,28,44,3,M
1,17000,87600,110000,DebtCon,Other,0.4,6,0,180.57,2,46,44,1,M
1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,44,1,M
1,17000,61000,127000,DebtCon,Mgr,9,0,5,256.7,0,40,44,3,M
1,17000,62755,81180,DebtCon,ProfEx,19,2,0,134.93,2,28,44,3,M
1,17000,56800,82000,DebtCon,ProfEx,22,0,5,320.6,4,28,44,3,M
1,17000,89600,115000,DebtCon,Self,20,,3,99.27,0,23,44,3,M
1,17000,48000,69000,DebtCon,Office,25,0,0,351.03,3,24,44,3,M
1,17000,43000,63500,DebtCon,Other,8,0,0,46.67,3,11,44,3,M
0,17000,118822,208429,DebtCon,Other,3,0,0,206.74,0,16,25.874,,B
0,17000,96065,116416,DebtCon,Other,14,0,0,125.67,2,8,34.756,3,B
0,17000,97517,141718,DebtCon,Office,2,,,128.42,3,15,31.166,1,B
0,17000,51018,108148,HomeImp,Office,0,,2,114.95,0,23,40.241,1,C
1,17000,170636,188899,DebtCon,,1,4,0,67.41,1,13,44.752,1,E
0,17000,98451,138012,DebtCon,Office,3,,,120.24,2,15,33.954,,B
0,17000,82662,111357,DebtCon,Mgr,17,0,0,252.31,4,30,37.316,3,C
0,17000,108154,134103,DebtCon,Other,1,0,0,279.36,0,46,39.677,1,C
0,17000,25638,128433,DebtCon,Other,10,0,0,367.66,0,9,39.107,3,C
0,17100,56791,94396,DebtCon,ProfEx,7,0,0,110.29,1,21,36.107,2,C
0,17100,48471,71546,DebtCon,ProfEx,5,0,1,254.1,3,32,29.819,2,B
0,17100,19126,88969,DebtCon,Other,21,0,0,225.71,2,41,38.896,3,C
0,17100,,96036,DebtCon,Office,27,0,0,327,0,15,12.499,3,A
0,17100,100082,119585,DebtCon,ProfEx,1,0,0,147.92,0,29,34.734,1,B
0,17100,22162,128989,DebtCon,Other,11,0,0,368,0,9,40.641,3,C
0,17100,53983,73688,DebtCon,Other,5,,,95.52,0,9,36.92,2,C
0,17100,123463,160487,DebtCon,Office,4,0,0,155.3,0,21,25.704,2,B
0,17100,49951,111291,HomeImp,Office,1,,2,151.1,1,23,39.487,1,C
0,17100,74922,91187,DebtCon,Mgr,0,0,0,80.58,0,16,26.768,1,B
0,17100,59123,94247,DebtCon,Office,0,0,0,70.02,0,22,37.195,1,C
0,17100,46953,69086,DebtCon,ProfEx,6,0,0,165.63,2,11,29.249,2,B
0,17100,43085,68758,DebtCon,Other,7,0,1,103.68,3,49,30.354,2,B
0,17100,92853,130864,DebtCon,Mgr,6,,,244.73,3,41,37.493,2,C
1,17100,32134,69131,DebtCon,Other,3,0,0,209.2,0,6,38.633,,C
0,17100,54598,115838,DebtCon,ProfEx,14,0,0,247.3,0,20,25.632,3,B
0,17100,,60781,,,8,0,0,101.01,0,14,27.72,3,B
0,17100,27842,74459,HomeImp,Other,,0,0,248.72,0,49,44.552,1,E
0,17100,104652,169076,,Other,,1,,270.58,,23,38.465,1,C
0,17100,117337,131575,DebtCon,,16,0,0,177.63,0,17,39.176,3,C
0,17100,91502,113251,DebtCon,Other,18,0,0,289.95,0,16,24.458,3,B
0,17200,51352,64386,DebtCon,Mgr,27,0,0,295.96,1,17,36.787,3,C
0,17200,62514,96633,HomeImp,ProfEx,25,1,0,224.76,1,24,36.702,3,C
0,17200,59698,89715,,ProfEx,9,0,0,,1,16,23.346,3,A
0,17200,94937,133859,DebtCon,Mgr,6,,,248.16,2,42,36.791,2,C
0,17200,6126,88603,HomeImp,Other,13,0,1,287.26,0,23,30.099,3,B
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.97,0,6,37.943,1,C
0,17200,103519,118074,DebtCon,Other,0,0,0,102.68,1,21,41.418,1,D
0,17200,89507,121047,DebtCon,Other,14,0,0,118.87,1,9,34.603,3,B
0,17200,52011,65800,DebtCon,Other,7,0,1,120.32,2,48,30.557,2,B
0,17200,11950,170000,HomeImp,Mgr,22,0,0,77.28,1,20,28.822,3,B
0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.97,0,9,28.662,2,B
0,17200,33073,85654,DebtCon,ProfEx,7,0,0,163.39,1,20,28.275,2,B
1,17200,50742,71000,DebtCon,Other,15,0,0,,0,0,44,3,M
0,17200,39316,66978,DebtCon,,4,0,0,99.99,1,10,26.437,2,B
1,17200,74402,,DebtCon,ProfEx,13,0,1,115.35,4,34,41.359,3,D
1,17200,62108,,DebtCon,Office,21,0,0,174.4,1,21,34.539,3,B
0,17200,48999,76544,DebtCon,ProfEx,5,0,0,240.52,3,31,32.842,2,B
0,17200,35116,60489,DebtCon,Other,17,0,0,106.49,1,18,38.806,3,C
0,17200,85977,109238,HomeImp,ProfEx,3,0,0,115.56,1,25,38.949,,C
0,17200,45900,68126,HomeImp,Office,4,0,0,111.13,0,17,34.179,2,B
0,17200,52276,69860,DebtCon,Office,0,0,0,180.93,0,25,30.588,1,B
0,17200,53849,102326,HomeImp,Other,1,0,3,57.17,1,9,39.991,1,C
0,17200,90567,118761,DebtCon,Other,14,0,0,139.34,2,9,34.785,3,B
0,17200,99204,119490,DebtCon,Other,9,0,0,296.21,1,18,30.301,3,B
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.85,1,16,38.394,3,C
0,17200,62840,92946,HomeImp,ProfEx,5,0,0,133.16,0,11,27.504,2,B
0,17200,17234,43310,,Office,1,0,0,215.61,0,15,38.319,1,C
0,17200,55254,118718,DebtCon,ProfEx,15,0,0,276.91,0,20,26.696,3,B
0,17200,27230,82319,HomeImp,Other,,0,0,249.22,1,50,43.757,1,E
0,17300,40280,66319,DebtCon,,4,0,0,101.33,2,9,27.976,2,B
0,17300,91132,110440,DebtCon,ProfEx,10,0,0,147.55,2,19,36.427,3,C
0,17300,51185,65537,DebtCon,Other,6,0,1,129.84,3,49,29.312,2,B
0,17300,35070,63862,DebtCon,Other,16,0,0,125.13,1,17,37.937,3,C
0,17300,79412,114906,DebtCon,Mgr,17,0,0,247.36,4,30,36.536,3,C
1,17300,73000,95000,DebtCon,Other,5,2,1,90.3,6,30,44,2,M
0,17300,99064,156306,HomeImp,ProfEx,4,0,0,90.45,0,16,35.75,2,C
0,17300,44031,79187,DebtCon,Other,0,,1,299.71,1,10,35.987,1,C
0,17300,20798,37980,,Office,2,0,0,219.31,0,16,37.763,1,C
0,17300,90768,116052,DebtCon,Other,13,0,0,120.24,2,9,35.811,3,C
0,17300,65444,91244,DebtCon,ProfEx,8,0,0,202.05,0,19,21.573,3,A
0,17300,65136,83847,DebtCon,Office,6,0,0,127.1,0,20,24.518,2,B
0,17300,110614,137552,DebtCon,ProfEx,6,0,0,85.23,0,13,31.344,2,B
1,17300,73503,91842,DebtCon,Other,0,0,6,142.33,1,32,46.902,1,E
0,17300,91350,107834,HomeImp,ProfEx,3,0,0,118.13,0,24,37.611,,C
0,17300,65077,91991,DebtCon,Other,0,2,3,114.02,2,26,35.908,1,C
0,17300,96138,124066,DebtCon,Office,1,,2,271.78,0,30,40.405,1,C
0,17300,32736,49100,DebtCon,ProfEx,4,0,0,262.95,0,34,38.563,2,C
0,17300,57358,71617,DebtCon,Office,0,0,0,194.29,0,25,30.538,1,B
0,17300,51107,64135,HomeImp,Office,4,0,0,115,0,17,32.251,2,B
0,17300,48132,78889,DebtCon,Mgr,4,0,0,133.17,0,8,28.298,2,B
0,17400,,48971,DebtCon,Other,,,,345.01,,17,32.474,1,B
0,17400,77350,101271,DebtCon,Other,0,0,0,148.92,1,18,34.387,1,B
0,17400,61035,90434,HomeImp,ProfEx,4,0,0,113.64,0,12,25.357,2,B
0,17400,58941,88470,HomeImp,ProfEx,4,0,0,123.26,0,12,25.558,2,B
